sample_id,src_info,src_scene_code,src_track_id,archive,scene_path,track_type,track_id,member_path,match_count_for_sample
0000,20230322_081506/000,20230322_081506,000,imptc_set_01.tar.gz,0000_20230322_081506,vrus,000,0000_20230322_081506/vrus/000/track.json,1
0001,20230322_081506/002,20230322_081506,002,imptc_set_01.tar.gz,0000_20230322_081506,vrus,002,0000_20230322_081506/vrus/002/track.json,1
0002,20230322_081506/003,20230322_081506,003,imptc_set_01.tar.gz,0000_20230322_081506,vrus,003,0000_20230322_081506/vrus/003/track.json,1
0003,20230322_081506/004,20230322_081506,004,imptc_set_01.tar.gz,0000_20230322_081506,vrus,004,0000_20230322_081506/vrus/004/track.json,1
0004,20230322_083454/000,20230322_083454,000,imptc_set_01.tar.gz,0001_20230322_083454,vrus,000,0001_20230322_083454/vrus/000/track.json,1
0005,20230322_083454/001,20230322_083454,001,imptc_set_01.tar.gz,0001_20230322_083454,vrus,001,0001_20230322_083454/vrus/001/track.json,1
0006,20230322_083454/002,20230322_083454,002,imptc_set_01.tar.gz,0001_20230322_083454,vrus,002,0001_20230322_083454/vrus/002/track.json,1
0007,20230322_083454/003,20230322_083454,003,imptc_set_01.tar.gz,0001_20230322_083454,vrus,003,0001_20230322_083454/vrus/003/track.json,1
0008,20230322_083454/004,20230322_083454,004,imptc_set_01.tar.gz,0001_20230322_083454,vrus,004,0001_20230322_083454/vrus/004/track.json,1
0009,20230322_083454/005,20230322_083454,005,imptc_set_01.tar.gz,0001_20230322_083454,vrus,005,0001_20230322_083454/vrus/005/track.json,1
0010,20230322_083454/006,20230322_083454,006,imptc_set_01.tar.gz,0001_20230322_083454,vrus,006,0001_20230322_083454/vrus/006/track.json,1
0011,20230322_083454/007,20230322_083454,007,imptc_set_01.tar.gz,0001_20230322_083454,vrus,007,0001_20230322_083454/vrus/007/track.json,1
0012,20230322_083454/008,20230322_083454,008,imptc_set_01.tar.gz,0001_20230322_083454,vrus,008,0001_20230322_083454/vrus/008/track.json,1
0013,20230322_083454/009,20230322_083454,009,imptc_set_01.tar.gz,0001_20230322_083454,vrus,009,0001_20230322_083454/vrus/009/track.json,1
0014,20230322_083454/010,20230322_083454,010,imptc_set_01.tar.gz,0001_20230322_083454,vrus,010,0001_20230322_083454/vrus/010/track.json,1
0015,20230322_083454/011,20230322_083454,011,imptc_set_01.tar.gz,0001_20230322_083454,vrus,011,0001_20230322_083454/vrus/011/track.json,1
0016,20230322_083454/012,20230322_083454,012,imptc_set_01.tar.gz,0001_20230322_083454,vrus,012,0001_20230322_083454/vrus/012/track.json,1
0017,20230322_083454/013,20230322_083454,013,imptc_set_01.tar.gz,0001_20230322_083454,vrus,013,0001_20230322_083454/vrus/013/track.json,1
0018,20230322_083454/015,20230322_083454,015,imptc_set_01.tar.gz,0001_20230322_083454,vrus,015,0001_20230322_083454/vrus/015/track.json,1
0019,20230322_083625/000,20230322_083625,000,imptc_set_01.tar.gz,0002_20230322_083625,vrus,000,0002_20230322_083625/vrus/000/track.json,1
0020,20230322_083625/001,20230322_083625,001,imptc_set_01.tar.gz,0002_20230322_083625,vrus,001,0002_20230322_083625/vrus/001/track.json,1
0021,20230322_083625/003,20230322_083625,003,imptc_set_01.tar.gz,0002_20230322_083625,vrus,003,0002_20230322_083625/vrus/003/track.json,1
0022,20230322_083625/004,20230322_083625,004,imptc_set_01.tar.gz,0002_20230322_083625,vrus,004,0002_20230322_083625/vrus/004/track.json,1
0023,20230322_083625/005,20230322_083625,005,imptc_set_01.tar.gz,0002_20230322_083625,vrus,005,0002_20230322_083625/vrus/005/track.json,1
0024,20230322_083625/006,20230322_083625,006,imptc_set_01.tar.gz,0002_20230322_083625,vrus,006,0002_20230322_083625/vrus/006/track.json,1
0025,20230322_083625/007,20230322_083625,007,imptc_set_01.tar.gz,0002_20230322_083625,vrus,007,0002_20230322_083625/vrus/007/track.json,1
0026,20230322_083935/000,20230322_083935,000,imptc_set_01.tar.gz,0003_20230322_083935,vrus,000,0003_20230322_083935/vrus/000/track.json,1
0027,20230322_083935/002,20230322_083935,002,imptc_set_01.tar.gz,0003_20230322_083935,vrus,002,0003_20230322_083935/vrus/002/track.json,1
0028,20230322_083935/003,20230322_083935,003,imptc_set_01.tar.gz,0003_20230322_083935,vrus,003,0003_20230322_083935/vrus/003/track.json,1
0029,20230322_083935/004,20230322_083935,004,imptc_set_01.tar.gz,0003_20230322_083935,vrus,004,0003_20230322_083935/vrus/004/track.json,1
0030,20230322_083935/007,20230322_083935,007,imptc_set_01.tar.gz,0003_20230322_083935,vrus,007,0003_20230322_083935/vrus/007/track.json,1
0031,20230322_084251/000,20230322_084251,000,imptc_set_01.tar.gz,0004_20230322_084251,vrus,000,0004_20230322_084251/vrus/000/track.json,1
0032,20230322_084251/001,20230322_084251,001,imptc_set_01.tar.gz,0004_20230322_084251,vrus,001,0004_20230322_084251/vrus/001/track.json,1
0033,20230322_084251/002,20230322_084251,002,imptc_set_01.tar.gz,0004_20230322_084251,vrus,002,0004_20230322_084251/vrus/002/track.json,1
0034,20230322_084251/003,20230322_084251,003,imptc_set_01.tar.gz,0004_20230322_084251,vrus,003,0004_20230322_084251/vrus/003/track.json,1
0035,20230322_084251/004,20230322_084251,004,imptc_set_01.tar.gz,0004_20230322_084251,vrus,004,0004_20230322_084251/vrus/004/track.json,1
0036,20230322_084251/005,20230322_084251,005,imptc_set_01.tar.gz,0004_20230322_084251,vrus,005,0004_20230322_084251/vrus/005/track.json,1
0037,20230322_084251/006,20230322_084251,006,imptc_set_01.tar.gz,0004_20230322_084251,vrus,006,0004_20230322_084251/vrus/006/track.json,1
0038,20230322_084251/007,20230322_084251,007,imptc_set_01.tar.gz,0004_20230322_084251,vrus,007,0004_20230322_084251/vrus/007/track.json,1
0039,20230322_084431/000,20230322_084431,000,imptc_set_01.tar.gz,0005_20230322_084431,vrus,000,0005_20230322_084431/vrus/000/track.json,1
0040,20230322_084431/001,20230322_084431,001,imptc_set_01.tar.gz,0005_20230322_084431,vrus,001,0005_20230322_084431/vrus/001/track.json,1
0041,20230322_084431/002,20230322_084431,002,imptc_set_01.tar.gz,0005_20230322_084431,vrus,002,0005_20230322_084431/vrus/002/track.json,1
0042,20230322_084431/004,20230322_084431,004,imptc_set_01.tar.gz,0005_20230322_084431,vrus,004,0005_20230322_084431/vrus/004/track.json,1
0043,20230322_084431/005,20230322_084431,005,imptc_set_01.tar.gz,0005_20230322_084431,vrus,005,0005_20230322_084431/vrus/005/track.json,1
0044,20230322_084431/006,20230322_084431,006,imptc_set_01.tar.gz,0005_20230322_084431,vrus,006,0005_20230322_084431/vrus/006/track.json,1
0045,20230322_113007/000,20230322_113007,000,imptc_set_01.tar.gz,0006_20230322_113007,vrus,000,0006_20230322_113007/vrus/000/track.json,1
0046,20230322_113007/001,20230322_113007,001,imptc_set_01.tar.gz,0006_20230322_113007,vrus,001,0006_20230322_113007/vrus/001/track.json,1
0047,20230322_113007/002,20230322_113007,002,imptc_set_01.tar.gz,0006_20230322_113007,vrus,002,0006_20230322_113007/vrus/002/track.json,1
0048,20230322_113007/003,20230322_113007,003,imptc_set_01.tar.gz,0006_20230322_113007,vrus,003,0006_20230322_113007/vrus/003/track.json,1
0049,20230322_113007/004,20230322_113007,004,imptc_set_01.tar.gz,0006_20230322_113007,vrus,004,0006_20230322_113007/vrus/004/track.json,1
0050,20230322_113007/005,20230322_113007,005,imptc_set_01.tar.gz,0006_20230322_113007,vrus,005,0006_20230322_113007/vrus/005/track.json,1
0051,20230322_113007/006,20230322_113007,006,imptc_set_01.tar.gz,0006_20230322_113007,vrus,006,0006_20230322_113007/vrus/006/track.json,1
0052,20230322_113007/007,20230322_113007,007,imptc_set_01.tar.gz,0006_20230322_113007,vrus,007,0006_20230322_113007/vrus/007/track.json,1
0053,20230322_113007/009,20230322_113007,009,imptc_set_01.tar.gz,0006_20230322_113007,vrus,009,0006_20230322_113007/vrus/009/track.json,1
0054,20230322_113007/010,20230322_113007,010,imptc_set_01.tar.gz,0006_20230322_113007,vrus,010,0006_20230322_113007/vrus/010/track.json,1
0055,20230322_113007/011,20230322_113007,011,imptc_set_01.tar.gz,0006_20230322_113007,vrus,011,0006_20230322_113007/vrus/011/track.json,1
0056,20230322_113007/012,20230322_113007,012,imptc_set_01.tar.gz,0006_20230322_113007,vrus,012,0006_20230322_113007/vrus/012/track.json,1
0057,20230322_114343/000,20230322_114343,000,imptc_set_01.tar.gz,0007_20230322_114343,vrus,000,0007_20230322_114343/vrus/000/track.json,1
0058,20230322_114343/001,20230322_114343,001,imptc_set_01.tar.gz,0007_20230322_114343,vrus,001,0007_20230322_114343/vrus/001/track.json,1
0059,20230322_114343/003,20230322_114343,003,imptc_set_01.tar.gz,0007_20230322_114343,vrus,003,0007_20230322_114343/vrus/003/track.json,1
0060,20230322_114343/004,20230322_114343,004,imptc_set_01.tar.gz,0007_20230322_114343,vrus,004,0007_20230322_114343/vrus/004/track.json,1
0061,20230322_114343/005,20230322_114343,005,imptc_set_01.tar.gz,0007_20230322_114343,vrus,005,0007_20230322_114343/vrus/005/track.json,1
0062,20230322_114343/006,20230322_114343,006,imptc_set_01.tar.gz,0007_20230322_114343,vrus,006,0007_20230322_114343/vrus/006/track.json,1
0063,20230322_114343/007,20230322_114343,007,imptc_set_01.tar.gz,0007_20230322_114343,vrus,007,0007_20230322_114343/vrus/007/track.json,1
0064,20230322_114623/000,20230322_114623,000,imptc_set_01.tar.gz,0008_20230322_114623,vrus,000,0008_20230322_114623/vrus/000/track.json,1
0065,20230322_114623/002,20230322_114623,002,imptc_set_01.tar.gz,0008_20230322_114623,vrus,002,0008_20230322_114623/vrus/002/track.json,1
0066,20230322_114623/003,20230322_114623,003,imptc_set_01.tar.gz,0008_20230322_114623,vrus,003,0008_20230322_114623/vrus/003/track.json,1
0067,20230322_114623/004,20230322_114623,004,imptc_set_01.tar.gz,0008_20230322_114623,vrus,004,0008_20230322_114623/vrus/004/track.json,1
0068,20230322_114623/005,20230322_114623,005,imptc_set_01.tar.gz,0008_20230322_114623,vrus,005,0008_20230322_114623/vrus/005/track.json,1
0069,20230322_114623/006,20230322_114623,006,imptc_set_01.tar.gz,0008_20230322_114623,vrus,006,0008_20230322_114623/vrus/006/track.json,1
0070,20230322_114623/007,20230322_114623,007,imptc_set_01.tar.gz,0008_20230322_114623,vrus,007,0008_20230322_114623/vrus/007/track.json,1
0071,20230322_114623/008,20230322_114623,008,imptc_set_01.tar.gz,0008_20230322_114623,vrus,008,0008_20230322_114623/vrus/008/track.json,1
0072,20230322_114623/009,20230322_114623,009,imptc_set_01.tar.gz,0008_20230322_114623,vrus,009,0008_20230322_114623/vrus/009/track.json,1
0073,20230322_114623/010,20230322_114623,010,imptc_set_01.tar.gz,0008_20230322_114623,vrus,010,0008_20230322_114623/vrus/010/track.json,1
0074,20230322_114623/011,20230322_114623,011,imptc_set_01.tar.gz,0008_20230322_114623,vrus,011,0008_20230322_114623/vrus/011/track.json,1
0075,20230322_114623/012,20230322_114623,012,imptc_set_01.tar.gz,0008_20230322_114623,vrus,012,0008_20230322_114623/vrus/012/track.json,1
0076,20230322_115403/000,20230322_115403,000,imptc_set_01.tar.gz,0009_20230322_115403,vrus,000,0009_20230322_115403/vrus/000/track.json,1
0077,20230322_115403/001,20230322_115403,001,imptc_set_01.tar.gz,0009_20230322_115403,vrus,001,0009_20230322_115403/vrus/001/track.json,1
0078,20230322_115403/002,20230322_115403,002,imptc_set_01.tar.gz,0009_20230322_115403,vrus,002,0009_20230322_115403/vrus/002/track.json,1
0079,20230322_115403/003,20230322_115403,003,imptc_set_01.tar.gz,0009_20230322_115403,vrus,003,0009_20230322_115403/vrus/003/track.json,1
0080,20230322_115403/004,20230322_115403,004,imptc_set_01.tar.gz,0009_20230322_115403,vrus,004,0009_20230322_115403/vrus/004/track.json,1
0081,20230322_115403/005,20230322_115403,005,imptc_set_01.tar.gz,0009_20230322_115403,vrus,005,0009_20230322_115403/vrus/005/track.json,1
0082,20230322_115554/000,20230322_115554,000,imptc_set_01.tar.gz,0010_20230322_115554,vrus,000,0010_20230322_115554/vrus/000/track.json,1
0083,20230322_115554/001,20230322_115554,001,imptc_set_01.tar.gz,0010_20230322_115554,vrus,001,0010_20230322_115554/vrus/001/track.json,1
0084,20230322_115554/002,20230322_115554,002,imptc_set_01.tar.gz,0010_20230322_115554,vrus,002,0010_20230322_115554/vrus/002/track.json,1
0085,20230322_115554/004,20230322_115554,004,imptc_set_01.tar.gz,0010_20230322_115554,vrus,004,0010_20230322_115554/vrus/004/track.json,1
0086,20230322_115554/005,20230322_115554,005,imptc_set_01.tar.gz,0010_20230322_115554,vrus,005,0010_20230322_115554/vrus/005/track.json,1
0087,20230322_115554/006,20230322_115554,006,imptc_set_01.tar.gz,0010_20230322_115554,vrus,006,0010_20230322_115554/vrus/006/track.json,1
0088,20230322_115554/007,20230322_115554,007,imptc_set_01.tar.gz,0010_20230322_115554,vrus,007,0010_20230322_115554/vrus/007/track.json,1
0089,20230322_115737/000,20230322_115737,000,imptc_set_01.tar.gz,0011_20230322_115737,vrus,000,0011_20230322_115737/vrus/000/track.json,1
0090,20230322_115737/001,20230322_115737,001,imptc_set_01.tar.gz,0011_20230322_115737,vrus,001,0011_20230322_115737/vrus/001/track.json,1
0091,20230322_115737/002,20230322_115737,002,imptc_set_01.tar.gz,0011_20230322_115737,vrus,002,0011_20230322_115737/vrus/002/track.json,1
0092,20230322_115737/003,20230322_115737,003,imptc_set_01.tar.gz,0011_20230322_115737,vrus,003,0011_20230322_115737/vrus/003/track.json,1
0093,20230322_115737/004,20230322_115737,004,imptc_set_01.tar.gz,0011_20230322_115737,vrus,004,0011_20230322_115737/vrus/004/track.json,1
0094,20230322_115737/005,20230322_115737,005,imptc_set_01.tar.gz,0011_20230322_115737,vrus,005,0011_20230322_115737/vrus/005/track.json,1
0095,20230322_115737/006,20230322_115737,006,imptc_set_01.tar.gz,0011_20230322_115737,vrus,006,0011_20230322_115737/vrus/006/track.json,1
0096,20230322_115737/007,20230322_115737,007,imptc_set_01.tar.gz,0011_20230322_115737,vrus,007,0011_20230322_115737/vrus/007/track.json,1
0097,20230322_115737/008,20230322_115737,008,imptc_set_01.tar.gz,0011_20230322_115737,vrus,008,0011_20230322_115737/vrus/008/track.json,1
0098,20230322_115737/009,20230322_115737,009,imptc_set_01.tar.gz,0011_20230322_115737,vrus,009,0011_20230322_115737/vrus/009/track.json,1
0099,20230322_115737/010,20230322_115737,010,imptc_set_01.tar.gz,0011_20230322_115737,vrus,010,0011_20230322_115737/vrus/010/track.json,1
0100,20230322_120632/000,20230322_120632,000,imptc_set_01.tar.gz,0012_20230322_120632,vrus,000,0012_20230322_120632/vrus/000/track.json,1
0101,20230322_120632/001,20230322_120632,001,imptc_set_01.tar.gz,0012_20230322_120632,vrus,001,0012_20230322_120632/vrus/001/track.json,1
0102,20230322_120632/002,20230322_120632,002,imptc_set_01.tar.gz,0012_20230322_120632,vrus,002,0012_20230322_120632/vrus/002/track.json,1
